"Species","Scenario","Metric","Type","FDR","Year","Value","Lower","Upper","Source"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.8,19,1.04402536877339,1.04402536877339,1.04402536877339,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.8,20,1.12763460179839,1.12763460179839,1.12763460179839,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,0,1,1,1,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,1,0.91490327604327,0.91490327604327,0.91490327604327,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,2,0.839651035292164,0.839651035292164,0.839651035292164,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,3,0.772469654988482,0.772469654988482,0.772469654988482,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,4,0.711782129499474,0.711782129499474,0.711782129499474,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,5,0.656314326729207,0.656314326729207,0.656314326729207,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,6,0.605115045687357,0.605115045687357,0.605115045687357,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,7,0.557520006531138,0.557520006531138,0.557520006531138,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,8,0.611086413842019,0.611086413842019,0.611086413842019,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,9,0.666372180888547,0.666372180888547,0.666372180888547,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,10,0.723167529726592,0.723167529726592,0.723167529726592,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,11,0.781372199849828,0.781372199849828,0.781372199849828,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,12,0.840928478548247,0.840928478548247,0.840928478548247,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,13,0.901757463953033,0.901757463953033,0.901757463953033,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,14,0.963709575504909,0.963709575504909,0.963709575504909,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,15,1.02653254424412,1.02653254424412,1.02653254424412,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,16,0.936247676380952,0.936247676380952,0.936247676380952,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,17,0.857709106422544,0.857709106422544,0.857709106422544,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,18,0.788424067968733,0.788424067968733,0.788424067968733,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,19,0.726310686822461,0.726310686822461,0.726310686822461,"Deterministic"
"Black Rockfish","Recruitment","Relative Yield","Transient",0.9,20,0.669772261739464,0.669772261739464,0.669772261739464,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,0,1,1,1,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,1,1.02295219135267,1.02295219135267,1.02295219135267,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,2,1.03426431307704,1.03426431307704,1.03426431307704,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,3,1.03512472528477,1.03512472528477,1.03512472528477,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,4,1.02653465737101,1.02653465737101,1.02653465737101,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,5,1.00920817631603,1.00920817631603,1.00920817631603,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,6,0.983777974954672,0.983777974954672,0.983777974954672,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,7,0.950912123521308,0.950912123521308,0.950912123521308,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,8,0.911404600331878,0.911404600331878,0.911404600331878,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,9,0.866218777477685,0.866218777477685,0.866218777477685,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,10,0.816485248368147,0.816485248368147,0.816485248368147,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,11,0.763466016546877,0.763466016546877,0.763466016546877,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,12,0.708493858034926,0.708493858034926,0.708493858034926,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,13,0.648185396082174,0.648185396082174,0.648185396082174,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,14,0.626120334159407,0.626120334159407,0.626120334159407,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,15,0.626085522657226,0.626085522657226,0.626085522657226,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,16,0.638047012360982,0.638047012360982,0.638047012360982,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,17,0.655915569784546,0.655915569784546,0.655915569784546,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,18,0.71281210325649,0.71281210325649,0.71281210325649,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,19,0.740196301074994,0.740196301074994,0.740196301074994,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.6,20,0.741321574133861,0.741321574133861,0.741321574133861,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,0,1,1,1,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,1,1.02295219135267,1.02295219135267,1.02295219135267,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,2,1.03426431307704,1.03426431307704,1.03426431307704,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,3,1.03512472528477,1.03512472528477,1.03512472528477,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,4,1.02653465737101,1.02653465737101,1.02653465737101,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,5,1.00920817631603,1.00920817631603,1.00920817631603,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,6,0.983777974954672,0.983777974954672,0.983777974954672,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,7,0.950912123521308,0.950912123521308,0.950912123521308,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,8,0.911404600331878,0.911404600331878,0.911404600331878,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,9,0.827689358003645,0.827689358003645,0.827689358003645,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,10,0.782291378592251,0.782291378592251,0.782291378592251,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,11,0.760788593804132,0.760788593804132,0.760788593804132,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,12,0.753056672744015,0.753056672744015,0.753056672744015,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,13,0.752208252788631,0.752208252788631,0.752208252788631,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,14,0.753725707468599,0.753725707468599,0.753725707468599,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,15,0.754675323804436,0.754675323804436,0.754675323804436,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,16,0.833481709881264,0.833481709881264,0.833481709881264,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,17,0.892439928355538,0.892439928355538,0.892439928355538,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,18,0.93044227540368,0.93044227540368,0.93044227540368,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,19,0.948935242873876,0.948935242873876,0.948935242873876,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.7,20,0.950513051987136,0.950513051987136,0.950513051987136,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,0,1,1,1,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,1,1.02295219135267,1.02295219135267,1.02295219135267,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,2,1.03426431307704,1.03426431307704,1.03426431307704,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,3,1.03512472528477,1.03512472528477,1.03512472528477,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,4,1.02653465737101,1.02653465737101,1.02653465737101,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,5,0.932665187253544,0.932665187253544,0.932665187253544,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,6,0.870678003157663,0.870678003157663,0.870678003157663,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,7,0.829877995992927,0.829877995992927,0.829877995992927,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,8,0.801960894675383,0.801960894675383,0.801960894675383,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,9,0.780846476337991,0.780846476337991,0.780846476337991,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,10,0.762417224705144,0.762417224705144,0.762417224705144,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,11,0.744050905679807,0.744050905679807,0.744050905679807,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,12,0.724234132470589,0.724234132470589,0.724234132470589,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,13,0.702237937099013,0.702237937099013,0.702237937099013,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,14,0.677862167741216,0.677862167741216,0.677862167741216,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,15,0.751718150609974,0.751718150609974,0.751718150609974,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,16,0.818566335796532,0.818566335796532,0.818566335796532,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,17,0.876982712540109,0.876982712540109,0.876982712540109,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,18,0.926477225325749,0.926477225325749,0.926477225325749,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,19,0.967117453977331,0.967117453977331,0.967117453977331,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.8,20,0.99913281827778,0.99913281827778,0.99913281827778,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,0,1,1,1,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,1,1.02295219135267,1.02295219135267,1.02295219135267,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,2,1.03426431307704,1.03426431307704,1.03426431307704,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,3,0.942894288837623,0.942894288837623,0.942894288837623,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,4,0.877720553631367,0.877720553631367,0.877720553631367,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,5,0.830684072276039,0.830684072276039,0.830684072276039,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,6,0.795112717389046,0.795112717389046,0.795112717389046,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,7,0.765902238879517,0.765902238879517,0.765902238879517,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,8,0.739514804207552,0.739514804207552,0.739514804207552,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,9,0.71369070586178,0.71369070586178,0.71369070586178,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,10,0.687154383583739,0.687154383583739,0.687154383583739,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,11,0.659333146671399,0.659333146671399,0.659333146671399,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,12,0.630117758823387,0.630117758823387,0.630117758823387,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,13,0.599675145369069,0.599675145369069,0.599675145369069,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,14,0.568315066071383,0.568315066071383,0.568315066071383,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,15,0.536405057631822,0.536405057631822,0.536405057631822,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,16,0.504320536079365,0.504320536079365,0.504320536079365,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,17,0.472416247324128,0.472416247324128,0.472416247324128,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,18,0.44101025937474,0.44101025937474,0.44101025937474,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,19,0.410375767906188,0.410375767906188,0.410375767906188,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Static",0.9,20,0.453915646551935,0.453915646551935,0.453915646551935,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,0,1,1,1,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,1,0.919756626783716,0.919756626783716,0.919756626783716,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,2,0.960443335310084,0.960443335310084,0.960443335310084,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,3,0.990974506467112,0.990974506467112,0.990974506467112,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,4,1.01041031043687,1.01041031043687,1.01041031043687,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,5,1.01856962180525,1.01856962180525,1.01856962180525,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,6,1.01592147405468,1.01592147405468,1.01592147405468,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,7,1.00317844938761,1.00317844938761,1.00317844938761,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,8,0.981176477111533,0.981176477111533,0.981176477111533,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,9,0.950838346544469,0.950838346544469,0.950838346544469,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,10,0.913185834713936,0.913185834713936,0.913185834713936,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,11,0.869355170445472,0.869355170445472,0.869355170445472,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,12,0.820594833228141,0.820594833228141,0.820594833228141,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,13,0.768242360258594,0.768242360258594,0.768242360258594,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,14,0.713681119390109,0.713681119390109,0.713681119390109,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,15,0.652918985560579,0.652918985560579,0.652918985560579,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,16,0.6303939060737,0.6303939060737,0.6303939060737,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,17,0.629946175889543,0.629946175889543,0.629946175889543,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,18,0.641535306398741,0.641535306398741,0.641535306398741,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,19,0.659044299782259,0.659044299782259,0.659044299782259,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.6,20,0.716365149306085,0.716365149306085,0.716365149306085,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,0,1,1,1,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,1,0.919756626783716,0.919756626783716,0.919756626783716,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,2,0.857514715696377,0.857514715696377,0.857514715696377,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,3,0.911445310447243,0.911445310447243,0.911445310447243,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,4,0.955935317284523,0.955935317284523,0.955935317284523,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,5,0.988976630378704,0.988976630378704,0.988976630378704,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,6,1.00998518444971,1.00998518444971,1.00998518444971,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,7,1.01927939507176,1.01927939507176,1.01927939507176,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,8,1.01754917175898,1.01754917175898,1.01754917175898,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,9,1.00562386961335,1.00562386961335,1.00562386961335,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,10,0.984381629063044,0.984381629063044,0.984381629063044,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,11,0.895271618948696,0.895271618948696,0.895271618948696,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,12,0.84074417438959,0.84074417438959,0.84074417438959,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,13,0.808587163097071,0.808587163097071,0.808587163097071,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,14,0.78968445336894,0.78968445336894,0.78968445336894,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,15,0.777542307219442,0.777542307219442,0.777542307219442,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,16,0.850478105443717,0.850478105443717,0.850478105443717,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,17,0.905157762577498,0.905157762577498,0.905157762577498,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,18,0.940044299326482,0.940044299326482,0.940044299326482,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,19,0.95624173818973,0.95624173818973,0.95624173818973,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.7,20,0.956098704671689,0.956098704671689,0.956098704671689,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,0,1,1,1,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,1,0.919756626783716,0.919756626783716,0.919756626783716,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,2,0.857514715696377,0.857514715696377,0.857514715696377,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,3,0.808523287041805,0.808523287041805,0.808523287041805,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,4,0.768435773957012,0.768435773957012,0.768435773957012,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,5,0.733630565661317,0.733630565661317,0.733630565661317,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,6,0.701506569230037,0.701506569230037,0.701506569230037,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,7,0.772666228641787,0.772666228641787,0.772666228641787,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,8,0.837252731728167,0.837252731728167,0.837252731728167,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,9,0.893503693449296,0.893503693449296,0.893503693449296,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,10,0.940726253376743,0.940726253376743,0.940726253376743,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,11,0.978893472517615,0.978893472517615,0.978893472517615,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,12,1.00820680224997,1.00820680224997,1.00820680224997,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,13,0.920653215352873,0.920653215352873,0.920653215352873,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,14,0.853762160327145,0.853762160327145,0.853762160327145,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,15,0.801650518986418,0.801650518986418,0.801650518986418,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,16,0.759223300276076,0.759223300276076,0.759223300276076,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,17,0.722494221540479,0.722494221540479,0.722494221540479,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,18,0.792248267668722,0.792248267668722,0.792248267668722,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,19,0.855346568618973,0.855346568618973,0.855346568618973,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.8,20,0.909819157706389,0.909819157706389,0.909819157706389,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,0,1,1,1,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,1,0.919756626783716,0.919756626783716,0.919756626783716,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,2,0.857514715696377,0.857514715696377,0.857514715696377,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,3,0.808523287041805,0.808523287041805,0.808523287041805,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,4,0.768435773957012,0.768435773957012,0.768435773957012,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,5,0.733630565661317,0.733630565661317,0.733630565661317,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,6,0.701506569230037,0.701506569230037,0.701506569230037,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,7,0.670363240609642,0.670363240609642,0.670363240609642,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,8,0.639234164890512,0.639234164890512,0.639234164890512,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,9,0.607695454270269,0.607695454270269,0.607695454270269,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,10,0.575685517085803,0.575685517085803,0.575685517085803,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,11,0.543357436989538,0.543357436989538,0.543357436989538,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,12,0.510968590592219,0.510968590592219,0.510968590592219,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,13,0.478809263783063,0.478809263783063,0.478809263783063,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,14,0.447162755191189,0.447162755191189,0.447162755191189,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,15,0.416284608673767,0.416284608673767,0.416284608673767,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,16,0.460442286151295,0.460442286151295,0.460442286151295,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,17,0.505073782168612,0.505073782168612,0.505073782168612,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,18,0.54984928503689,0.54984928503689,0.54984928503689,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,19,0.594595220077827,0.594595220077827,0.594595220077827,"Deterministic"
"Lingcod","Recruitment","Relative Yield","Transient",0.9,20,0.639231647479905,0.639231647479905,0.639231647479905,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,0,1,1,1,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,1,0.975542983968895,0.975542983968895,0.975542983968895,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,2,0.94059514804958,0.94059514804958,0.94059514804958,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,3,0.897909879150514,0.897909879150514,0.897909879150514,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,4,0.849569438851866,0.849569438851866,0.849569438851866,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,5,0.797298571030298,0.797298571030298,0.797298571030298,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,6,0.742385557714623,0.742385557714623,0.742385557714623,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,7,0.685981915415385,0.685981915415385,0.685981915415385,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,8,0.629129289648051,0.629129289648051,0.629129289648051,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,9,0.572752275334929,0.572752275334929,0.572752275334929,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,10,0.517643114854814,0.517643114854814,0.517643114854814,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,11,0.46445370648981,0.46445370648981,0.46445370648981,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,12,0.461100042624135,0.461100042624135,0.461100042624135,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,13,0.485973428624729,0.485973428624729,0.485973428624729,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,14,0.521373677029338,0.521373677029338,0.521373677029338,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,15,0.560402251525762,0.560402251525762,0.560402251525762,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,16,0.600042928177026,0.600042928177026,0.600042928177026,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,17,0.624736105528654,0.624736105528654,0.624736105528654,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,18,0.613013711624794,0.613013711624794,0.613013711624794,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,19,0.579917155172381,0.579917155172381,0.579917155172381,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.4,20,0.535976341624538,0.535976341624538,0.535976341624538,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,0,1,1,1,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,1,0.975542983968895,0.975542983968895,0.975542983968895,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,2,0.94059514804958,0.94059514804958,0.94059514804958,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,3,0.897909879150514,0.897909879150514,0.897909879150514,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,4,0.849569438851866,0.849569438851866,0.849569438851866,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,5,0.797298571030298,0.797298571030298,0.797298571030298,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,6,0.742385557714623,0.742385557714623,0.742385557714623,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,7,0.685981915415385,0.685981915415385,0.685981915415385,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,8,0.657607415722532,0.657607415722532,0.657607415722532,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,9,0.664242736991157,0.664242736991157,0.664242736991157,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,10,0.685953695367156,0.685953695367156,0.685953695367156,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,11,0.713193913927522,0.713193913927522,0.713193913927522,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,12,0.741171238801954,0.741171238801954,0.741171238801954,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,13,0.767746717606938,0.767746717606938,0.767746717606938,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,14,0.820577586933131,0.820577586933131,0.820577586933131,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,15,0.838871387688441,0.838871387688441,0.838871387688441,"Deterministic"
"Cabezon","Recruitment","Relative Yield","Static",0.5,16,0.830622284356155,0.830622284356155,0.830622284356155,"Deterministic"
