"Species","Scenario","Metric","Type","FDR","Year","Value","Lower","Upper","Source"
"Canary Rockfish","Recruitment","Relative Biomass","Static",0.9,11,0.97108205090649,0.97108205090649,0.97108205090649,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Static",0.9,12,0.978906876002862,0.978906876002862,0.978906876002862,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Static",0.9,13,0.988266113033332,0.988266113033332,0.988266113033332,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Static",0.9,14,0.998968032753219,0.998968032753219,0.998968032753219,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Static",0.9,15,1.01083693154691,1.01083693154691,1.01083693154691,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Static",0.9,16,1.0237113969455,1.0237113969455,1.0237113969455,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Static",0.9,17,1.03744298289529,1.03744298289529,1.03744298289529,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Static",0.9,18,1.05189515726355,1.05189515726355,1.05189515726355,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Static",0.9,19,1.06694243903543,1.06694243903543,1.06694243903543,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Static",0.9,20,1.08246966927288,1.08246966927288,1.08246966927288,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,0,1,1,1,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,1,0.99826860858438,0.99826860858438,0.99826860858438,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,2,0.999074621701588,0.999074621701588,0.999074621701588,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,3,1.002129218023,1.002129218023,1.002129218023,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,4,1.0071751496473,1.0071751496473,1.0071751496473,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,5,1.01398099021619,1.01398099021619,1.01398099021619,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,6,1.02233701665242,1.02233701665242,1.02233701665242,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,7,1.0293300172934,1.0293300172934,1.0293300172934,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,8,1.03476803444076,1.03476803444076,1.03476803444076,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,9,1.03846832825072,1.03846832825072,1.03846832825072,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,10,1.04025985333903,1.04025985333903,1.04025985333903,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,11,1.03998509714691,1.03998509714691,1.03998509714691,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,12,1.0375017336525,1.0375017336525,1.0375017336525,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,13,1.03268451588771,1.03268451588771,1.03268451588771,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,14,1.02542745377873,1.02542745377873,1.02542745377873,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,15,1.0156461753125,1.0156461753125,1.0156461753125,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,16,1.0032804882637,1.0032804882637,1.0032804882637,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,17,0.988297230493621,0.988297230493621,0.988297230493621,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,18,0.977489473927708,0.977489473927708,0.977489473927708,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,19,0.970326779375355,0.970326779375355,0.970326779375355,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.6,20,0.966366857758269,0.966366857758269,0.966366857758269,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,0,1,1,1,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,1,0.99826860858438,0.99826860858438,0.99826860858438,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,2,0.999074621701588,0.999074621701588,0.999074621701588,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,3,1.002129218023,1.002129218023,1.002129218023,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,4,1.0071751496473,1.0071751496473,1.0071751496473,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,5,1.01398099021619,1.01398099021619,1.01398099021619,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,6,1.02233701665242,1.02233701665242,1.02233701665242,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,7,1.03205219226461,1.03205219226461,1.03205219226461,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,8,1.04295158818431,1.04295158818431,1.04295158818431,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,9,1.05487430708737,1.05487430708737,1.05487430708737,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,10,1.06767202411162,1.06767202411162,1.06767202411162,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,11,1.07934736933074,1.07934736933074,1.07934736933074,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,12,1.08973356939183,1.08973356939183,1.08973356939183,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,13,1.09867096844559,1.09867096844559,1.09867096844559,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,14,1.10600809659061,1.10600809659061,1.10600809659061,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,15,1.11160214810068,1.11160214810068,1.11160214810068,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,16,1.11531917472585,1.11531917472585,1.11531917472585,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,17,1.11703431120036,1.11703431120036,1.11703431120036,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,18,1.11663214986226,1.11663214986226,1.11663214986226,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,19,1.11400729331295,1.11400729331295,1.11400729331295,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.7,20,1.1090651571021,1.1090651571021,1.1090651571021,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,0,1,1,1,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,1,0.99826860858438,0.99826860858438,0.99826860858438,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,2,0.999074621701588,0.999074621701588,0.999074621701588,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,3,1.002129218023,1.002129218023,1.002129218023,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,4,1.0071751496473,1.0071751496473,1.0071751496473,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,5,1.01398099021619,1.01398099021619,1.01398099021619,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,6,1.02233701665242,1.02233701665242,1.02233701665242,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,7,1.03205219226461,1.03205219226461,1.03205219226461,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,8,1.04295158818431,1.04295158818431,1.04295158818431,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,9,1.05487430708737,1.05487430708737,1.05487430708737,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,10,1.06767202411162,1.06767202411162,1.06767202411162,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,11,1.08120799543456,1.08120799543456,1.08120799543456,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,12,1.09535632457522,1.09535632457522,1.09535632457522,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,13,1.11000134823199,1.11000134823199,1.11000134823199,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,14,1.12503708661759,1.12503708661759,1.12503708661759,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,15,1.14036673236762,1.14036673236762,1.14036673236762,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,16,1.15590216353458,1.15590216353458,1.15590216353458,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,17,1.1715634722995,1.1715634722995,1.1715634722995,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,18,1.18630273588402,1.18630273588402,1.18630273588402,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,19,1.20002488834042,1.20002488834042,1.20002488834042,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.8,20,1.21263991396267,1.21263991396267,1.21263991396267,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,0,1,1,1,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,1,0.99826860858438,0.99826860858438,0.99826860858438,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,2,0.999074621701588,0.999074621701588,0.999074621701588,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,3,1.002129218023,1.002129218023,1.002129218023,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,4,1.0071751496473,1.0071751496473,1.0071751496473,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,5,1.01398099021619,1.01398099021619,1.01398099021619,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,6,1.02233701665242,1.02233701665242,1.02233701665242,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,7,1.03205219226461,1.03205219226461,1.03205219226461,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,8,1.04295158818431,1.04295158818431,1.04295158818431,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,9,1.05487430708737,1.05487430708737,1.05487430708737,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,10,1.06767202411162,1.06767202411162,1.06767202411162,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,11,1.08120799543456,1.08120799543456,1.08120799543456,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,12,1.09535632457522,1.09535632457522,1.09535632457522,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,13,1.11000134823199,1.11000134823199,1.11000134823199,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,14,1.12503708661759,1.12503708661759,1.12503708661759,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,15,1.14036673236762,1.14036673236762,1.14036673236762,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,16,1.15590216353458,1.15590216353458,1.15590216353458,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,17,1.1715634722995,1.1715634722995,1.1715634722995,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,18,1.18727850482259,1.18727850482259,1.18727850482259,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,19,1.20298241007036,1.20298241007036,1.20298241007036,"Deterministic"
"Canary Rockfish","Recruitment","Relative Biomass","Transient",0.9,20,1.21861719698544,1.21861719698544,1.21861719698544,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,0,1,1,1,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,1,1.00009283004479,1.00009283004479,1.00009283004479,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,2,0.998115041522788,0.998115041522788,0.998115041522788,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,3,0.994139139045351,0.994139139045351,0.994139139045351,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,4,0.988247885942394,0.988247885942394,0.988247885942394,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,5,0.980523362381876,0.980523362381876,0.980523362381876,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,6,0.971045452386628,0.971045452386628,0.971045452386628,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,7,0.959891589398449,0.959891589398449,0.959891589398449,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,8,0.94713828981457,0.94713828981457,0.94713828981457,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,9,0.932863296327065,0.932863296327065,0.932863296327065,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,10,0.917147801928336,0.917147801928336,0.917147801928336,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,11,0.900078692784834,0.900078692784834,0.900078692784834,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,12,0.881750819268358,0.881750819268358,0.881750819268358,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,13,0.862269216428695,0.862269216428695,0.862269216428695,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,14,0.84175110397835,0.84175110397835,0.84175110397835,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,15,0.820327471607787,0.820327471607787,0.820327471607787,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,16,0.798144053741875,0.798144053741875,0.798144053741875,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,17,0.775361503669535,0.775361503669535,0.775361503669535,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,18,0.752154594493845,0.752154594493845,0.752154594493845,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,19,0.728710308595953,0.728710308595953,0.728710308595953,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.6,20,0.705224733137449,0.705224733137449,0.705224733137449,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,0,1,1,1,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,1,1.00009283004479,1.00009283004479,1.00009283004479,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,2,0.998115041522788,0.998115041522788,0.998115041522788,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,3,0.994139139045351,0.994139139045351,0.994139139045351,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,4,0.988247885942394,0.988247885942394,0.988247885942394,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,5,0.980523362381876,0.980523362381876,0.980523362381876,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,6,0.971045452386628,0.971045452386628,0.971045452386628,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,7,0.959891589398449,0.959891589398449,0.959891589398449,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,8,0.94713828981457,0.94713828981457,0.94713828981457,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,9,0.932863296327065,0.932863296327065,0.932863296327065,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,10,0.917147801928336,0.917147801928336,0.917147801928336,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,11,0.900078692784834,0.900078692784834,0.900078692784834,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,12,0.881750819268358,0.881750819268358,0.881750819268358,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,13,0.862269216428695,0.862269216428695,0.862269216428695,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,14,0.84175110397835,0.84175110397835,0.84175110397835,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,15,0.820327471607787,0.820327471607787,0.820327471607787,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,16,0.798144053741875,0.798144053741875,0.798144053741875,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,17,0.775361503669535,0.775361503669535,0.775361503669535,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,18,0.752154594493845,0.752154594493845,0.752154594493845,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,19,0.740707984553313,0.740707984553313,0.740707984553313,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.7,20,0.737196072504129,0.737196072504129,0.737196072504129,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.8,0,1,1,1,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.8,1,1.00009283004479,1.00009283004479,1.00009283004479,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.8,2,0.998115041522788,0.998115041522788,0.998115041522788,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.8,3,0.994139139045351,0.994139139045351,0.994139139045351,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.8,4,0.988247885942394,0.988247885942394,0.988247885942394,"Deterministic"
"Black Rockfish","Recruitment","Relative Biomass","Static",0.8,5,0.980523362381876,0.980523362381876,0.980523362381876,"Deterministic"
